method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
baseline,5,0.768231046931408,0.011951585095485096,0.7501805054151625,0.019292980817165906,0.7592057761732851,0.010500389582851226
ours,5,0.763898916967509,0.018351285237745596,0.7494584837545126,0.029293087039856728,0.7566787003610108,0.02360138502336627
cagrad,5,0.7530685920577618,0.008724220919562884,0.7306859205776173,0.028934967378359374,0.7418772563176895,0.015485639414821119
