method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.7501805054151625,0.01929298081716591,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2911616668680144,0.25167023779238923,124157382526.54016,248314761381.07806,0.4,0.1224744871391589,0.3408537018600354,0.16509529748245022,-0.0010643784141890062,0.007270273006018111,0.0,0.0
cagrad,0.7306859205776173,0.02893496737835937,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1563976403726848,0.20644847235504882,114558852019.37459,229117703287.56918,0.45,0.10000000000000002,0.2995015134019542,0.18821732267526775,-0.0014042061898742824,0.023958240013528344,0.0,0.0
ours,0.7494584837545126,0.029293087039856728,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.060045188355978,0.1352716527924723,2415.967189717791,3898.0078983488283,0.5,0.0,0.24123924742536854,0.10074349957681643,6.679142189387199e-05,0.051424488890358916,0.0,0.0
