method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,-0.004246642150388217
baseline,e0,e2,0.0335406373576458
baseline,e0,e3,-0.0062889413758744905
baseline,e1,e0,-0.004246642150388217
baseline,e1,e1,1.0
baseline,e1,e2,-0.00108547018529521
baseline,e1,e3,0.005640116632637191
baseline,e2,e0,0.0335406373576458
baseline,e2,e1,-0.00108547018529521
baseline,e2,e2,1.0
baseline,e2,e3,-0.03394597076385912
baseline,e3,e0,-0.0062889413758744905
baseline,e3,e1,0.005640116632637191
baseline,e3,e2,-0.03394597076385912
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,-0.04057837914625667
cagrad,e0,e2,0.03228121905924177
cagrad,e0,e3,-0.007476561606998505
cagrad,e1,e0,-0.04057837914625667
cagrad,e1,e1,1.0
cagrad,e1,e2,-0.01835909331651387
cagrad,e1,e3,0.049984461525909046
cagrad,e2,e0,0.03228121905924177
cagrad,e2,e1,-0.01835909331651387
cagrad,e2,e2,1.0
cagrad,e2,e3,-0.02427688365462747
cagrad,e3,e0,-0.007476561606998505
cagrad,e3,e1,0.049984461525909046
cagrad,e3,e2,-0.02427688365462747
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,0.008224821761984302
ours,e0,e2,-0.008179535571318852
ours,e0,e3,-0.01448362010302159
ours,e1,e0,0.008224821761984302
ours,e1,e1,1.0
ours,e1,e2,0.014024105352011318
ours,e1,e3,-0.003513166487798916
ours,e2,e0,-0.008179535571318852
ours,e2,e1,0.014024105352011318
ours,e2,e2,1.0
ours,e2,e3,0.004328143579506991
ours,e3,e0,-0.01448362010302159
ours,e3,e1,-0.003513166487798916
ours,e3,e2,0.004328143579506991
ours,e3,e3,1.0
