method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,2,5.0,1.313330428743804,0.26164472103118896,0.13639986515045166,0.2850865125656128,0.31686896085739136
ours,2,5.0,1.3335654868019953,0.18134824931621552,0.3414246737957001,0.2438058704137802,0.23342125117778778
