method,seed,best_val_acc,final_val_acc,score_05_05,reused,summary_json,curve_csv
baseline,2,0.38175523522713184,0.38175523522713184,0.38175523522713184,True,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite_smoke/appendix/rank/multi_glue3_deberta_r16/final/baseline_s2.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite_smoke/appendix/rank/multi_glue3_deberta_r16/final/baseline_s2_curve.csv
ours,2,0.6118529463005128,0.6118529463005128,0.6118529463005128,True,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite_smoke/appendix/rank/multi_glue3_deberta_r16/final/ours_s2.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/runs/paper_suite_smoke/appendix/rank/multi_glue3_deberta_r16/final/ours_s2_curve.csv
