method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.7930229869940875,0.0056800038517949986,0.18986824851599643,0.2368690392108236,0.12403747780614474,0.16614015844993507,0.5714000046253205,0.055680200805854424,0.6587548520605242,0.03839716236574002,0.6445278197540365,0.22192558175426794,6.392147396280329,4.122894666037044,0.85,0.2,0.532459291091332,0.04262708853491675,0.07214650439476093,0.08688224441311405,0.7209224961881981,0.1277843191513138
cagrad,0.7973836628876689,0.003929052131514946,0.3196909577541557,0.22006577506315844,0.15141763406553288,0.17053428211084973,0.5932884946465492,0.07616994869447301,0.6597343846202794,0.05066468694039392,0.5017495934663614,0.17514966017734457,8.884672323277442,7.108436287579983,0.8,0.18708286933869706,0.5438449619210038,0.10698652412956769,0.0013909703757682356,0.09094209906660836,0.651456025330406,0.07069276585564424
ours,0.7935842336662146,0.002463109833986786,0.2311117364725524,0.15896021202877716,0.034222580299442355,0.10822530157650989,0.6894226193428039,0.06666052601287259,0.5086586328733657,0.07482313480796564,0.41921282842388957,0.1457853774745087,6.442367522060598,5.200017618368754,0.85,0.1224744871391589,0.33351995001274803,0.12252752814625299,0.012081906248119091,0.06061184693421232,0.724000949871742,0.09920474132627842
