method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,-0.014549296567364336
baseline,e0,e2,0.07193415422859992
baseline,e0,e3,0.0696893513380759
baseline,e1,e0,-0.014549296567364336
baseline,e1,e1,1.0
baseline,e1,e2,0.03136863646577546
baseline,e1,e3,0.18673597171929696
baseline,e2,e0,0.07193415422859992
baseline,e2,e1,0.03136863646577546
baseline,e2,e2,1.0
baseline,e2,e3,0.0877002091841817
baseline,e3,e0,0.0696893513380759
baseline,e3,e1,0.18673597171929696
baseline,e3,e2,0.0877002091841817
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,-0.001694963590618672
cagrad,e0,e2,-0.17195778821117003
cagrad,e0,e3,-0.009843527356957218
cagrad,e1,e0,-0.001694963590618672
cagrad,e1,e1,1.0
cagrad,e1,e2,0.07501273092066149
cagrad,e1,e3,-0.01003502213789953
cagrad,e2,e0,-0.17195778821117003
cagrad,e2,e1,0.07501273092066149
cagrad,e2,e2,1.0
cagrad,e2,e3,0.12686439263059332
cagrad,e3,e0,-0.009843527356957218
cagrad,e3,e1,-0.01003502213789953
cagrad,e3,e2,0.12686439263059332
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,0.004707460332647151
ours,e0,e2,0.1340522572829284
ours,e0,e3,0.030807539545550704
ours,e1,e0,0.004707460332647151
ours,e1,e1,1.0
ours,e1,e2,0.003641822840087025
ours,e1,e3,-0.08740159276789752
ours,e2,e0,0.1340522572829284
ours,e2,e1,0.003641822840087025
ours,e2,e2,1.0
ours,e2,e3,-0.013316049744601214
ours,e3,e0,0.030807539545550704
ours,e3,e1,-0.08740159276789752
ours,e3,e2,-0.013316049744601214
ours,e3,e3,1.0
