method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,2687.299946157634,789.197475932285,1.990095127323782,0.6329571841175994,11147.01318359375,0.0
cagrad,6013.504747258825,101.3233798401437,5.7222736109750345,0.09692584504279855,11147.01318359375,0.0
ours,2621.8674996932036,723.4057231261672,1.929871569155995,0.5690381321830877,7085.99267578125,0.0
