method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
cagrad,5,0.8011527894422457,0.0022132995766909595,0.7973836628876689,0.003929052131514946,0.7992682261649573,0.0027926295001719477
baseline,5,0.7985550291660426,0.002563144430064927,0.7930229869940876,0.0056800038517949986,0.795789008080065,0.003910952727339984
ours,5,0.7974217662892702,0.005753199304240125,0.7935842336662144,0.002463109833986786,0.7955029999777423,0.0036555630648523645
