method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,2,1000.0,0.5386333727836609,0.12813399732112885,0.18065111339092255,0.5437251329421997,0.1474897712469101
baseline,3,1000.0,0.5796508933947636,0.21181483566761017,0.1285422295331955,0.5037315487861633,0.15591152012348175
baseline,5,1000.0,0.5588123036347903,0.3773837387561798,0.1874990463256836,0.25215059518814087,0.18296639621257782
baseline,7,1000.0,0.5309936937002036,0.2977600395679474,0.47458693385124207,0.05867089331150055,0.16898226737976074
baseline,11,1000.0,0.454206191943242,0.10429930686950684,0.6811357140541077,0.049911122769117355,0.16465425491333008
cagrad,2,1000.0,0.36245594046633833,0.4618557095527649,0.022170450538396835,0.26771512627601624,0.24825873970985413
cagrad,3,1000.0,0.6053607634397653,0.08303124457597733,0.0357276014983654,0.4688654839992523,0.41237571835517883
cagrad,5,1000.0,0.6280385842690102,0.3249788284301758,0.2607679069042206,0.14139337837696075,0.2728597819805145
cagrad,7,1000.0,0.6417451376181382,0.13249504566192627,0.17698536813259125,0.29704540967941284,0.39347419142723083
cagrad,11,1000.0,0.4816243838117673,0.06753716617822647,0.3511832356452942,0.313509464263916,0.2677701711654663
ours,2,1000.0,0.2575724029712952,0.228271484375,0.1739320307970047,0.26563093066215515,0.3321654796600342
ours,3,1000.0,0.536396310879634,0.12261048704385757,0.26023605465888977,0.307599812746048,0.30955347418785095
ours,5,1000.0,0.2576784271001816,0.33390504121780396,0.1392207145690918,0.16436755657196045,0.36250659823417664
ours,7,1000.0,0.41064381602864997,0.34577202796936035,0.16551966965198517,0.4460552930831909,0.04265317693352699
ours,11,1000.0,0.20530879308397953,0.3747091293334961,0.025462960824370384,0.3298756182193756,0.26995229721069336
