method,row,col,value
baseline,glue/rte,glue/rte,1.0
baseline,glue/rte,glue/mrpc,0.5940209381214602
baseline,glue/rte,glue/sst2,-0.2250685020914319
baseline,glue/rte,glue/cola,0.35433286270426245
baseline,glue/mrpc,glue/rte,0.5940209381214602
baseline,glue/mrpc,glue/mrpc,1.0
baseline,glue/mrpc,glue/sst2,-0.1446142580317653
baseline,glue/mrpc,glue/cola,0.47459685676700725
baseline,glue/sst2,glue/rte,-0.2250685020914319
baseline,glue/sst2,glue/mrpc,-0.1446142580317653
baseline,glue/sst2,glue/sst2,1.0
baseline,glue/sst2,glue/cola,0.08594159362644596
baseline,glue/cola,glue/rte,0.35433286270426245
baseline,glue/cola,glue/mrpc,0.47459685676700725
baseline,glue/cola,glue/sst2,0.08594159362644596
baseline,glue/cola,glue/cola,1.0
cagrad,glue/rte,glue/rte,1.0
cagrad,glue/rte,glue/mrpc,0.7472304249451336
cagrad,glue/rte,glue/sst2,-0.22229921061111863
cagrad,glue/rte,glue/cola,0.7068732954532743
cagrad,glue/mrpc,glue/rte,0.7472304249451336
cagrad,glue/mrpc,glue/mrpc,1.0
cagrad,glue/mrpc,glue/sst2,-0.11962812925075288
cagrad,glue/mrpc,glue/cola,0.8339545401418652
cagrad,glue/sst2,glue/rte,-0.22229921061111863
cagrad,glue/sst2,glue/mrpc,-0.11962812925075288
cagrad,glue/sst2,glue/sst2,1.0
cagrad,glue/sst2,glue/cola,-0.027985174153467962
cagrad,glue/cola,glue/rte,0.7068732954532743
cagrad,glue/cola,glue/mrpc,0.8339545401418652
cagrad,glue/cola,glue/sst2,-0.027985174153467962
cagrad,glue/cola,glue/cola,1.0
ours,glue/rte,glue/rte,1.0
ours,glue/rte,glue/mrpc,0.7809870102978518
ours,glue/rte,glue/sst2,-0.36817642420333774
ours,glue/rte,glue/cola,0.7874330240699894
ours,glue/mrpc,glue/rte,0.7809870102978518
ours,glue/mrpc,glue/mrpc,1.0
ours,glue/mrpc,glue/sst2,-0.2924947515920283
ours,glue/mrpc,glue/cola,0.7159561592882306
ours,glue/sst2,glue/rte,-0.36817642420333774
ours,glue/sst2,glue/mrpc,-0.2924947515920283
ours,glue/sst2,glue/sst2,1.0
ours,glue/sst2,glue/cola,-0.23703459902539134
ours,glue/cola,glue/rte,0.7874330240699894
ours,glue/cola,glue/mrpc,0.7159561592882306
ours,glue/cola,glue/sst2,-0.23703459902539134
ours,glue/cola,glue/cola,1.0
