method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
ours,5,0.7819494584837545,0.01777405577630493,0.7552346570397112,0.015384314622861026,0.7685920577617329,0.014046986612522551
baseline,5,0.763898916967509,0.01732851985559569,0.7328519855595668,0.023507322160432786,0.7483754512635379,0.019259174972345344
cagrad,5,0.7487364620938628,0.017626795112972833,0.7191335740072202,0.02809397322504508,0.7339350180505415,0.02167869284621289
