method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,1,1.0,1.321558548896401,0.19708162546157837,0.36860600113868713,0.17908430099487305,0.2552283704280853
ours,1,1.0,1.2985253071895353,0.3745569884777069,0.21362806856632233,0.2845618724822998,0.12725307047367096
