method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,325.688468002819,81.97510775389708,0.24059503532405943,0.06443678268292687,4594.6923828125,0.0
cagrad,736.0865208132076,74.53958535063349,0.6725489131637732,0.06479762450036244,4594.6923828125,0.0
ours,331.2653842961998,79.69881083956837,0.25005724017514147,0.06347249713609768,4594.7158203125,0.0
