method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,-0.07818297278753422
baseline,e0,e2,-0.04446655293866848
baseline,e0,e3,0.12713722447154924
baseline,e1,e0,-0.07818297278753422
baseline,e1,e1,1.0
baseline,e1,e2,-0.038761882125549395
baseline,e1,e3,0.07719423854053992
baseline,e2,e0,-0.04446655293866848
baseline,e2,e1,-0.038761882125549395
baseline,e2,e2,1.0
baseline,e2,e3,-0.04365574729531639
baseline,e3,e0,0.12713722447154924
baseline,e3,e1,0.07719423854053992
baseline,e3,e2,-0.04365574729531639
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,0.2063076266036426
cagrad,e0,e2,-0.07034105767339698
cagrad,e0,e3,0.15485994375637185
cagrad,e1,e0,0.2063076266036426
cagrad,e1,e1,1.0
cagrad,e1,e2,-0.1320449675916936
cagrad,e1,e3,-0.06226210253859288
cagrad,e2,e0,-0.07034105767339698
cagrad,e2,e1,-0.1320449675916936
cagrad,e2,e2,1.0
cagrad,e2,e3,0.19832844094744168
cagrad,e3,e0,0.15485994375637185
cagrad,e3,e1,-0.06226210253859288
cagrad,e3,e2,0.19832844094744168
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,-0.029451734241011596
ours,e0,e2,0.01543540976247067
ours,e0,e3,0.04709421253238901
ours,e1,e0,-0.029451734241011596
ours,e1,e1,1.0
ours,e1,e2,0.026045022138843816
ours,e1,e3,-0.14085823084380394
ours,e2,e0,0.01543540976247067
ours,e2,e1,0.026045022138843816
ours,e2,e2,1.0
ours,e2,e3,0.0025726839248066237
ours,e3,e0,0.04709421253238901
ours,e3,e1,-0.14085823084380394
ours,e3,e2,0.0025726839248066237
ours,e3,e3,1.0
