method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
cagrad,5,0.8613718411552347,0.006294438907639964,0.836101083032491,0.01323487565330204,0.8487364620938628,0.008023866704293474
ours,5,0.8483754512635379,0.01311617481919493,0.8252707581227436,0.012210494242085038,0.8368231046931408,0.011731463400196328
baseline,5,0.8505415162454874,0.005403115359962367,0.8151624548736462,0.011044807610670301,0.8328519855595667,0.004789349877769512
