method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_rte,glue/rte,5,0.8151624548736462,0.011044807610670301,1.0992364898138476,0.18557407994860983
cagrad,glue_rte,glue/rte,5,0.8361010830324911,0.01323487565330204,1.060455673544493,0.24307739053624602
ours,glue_rte,glue/rte,5,0.8252707581227436,0.012210494242085038,1.1048953795528884,0.06062131027808331
