method,row,col,value
baseline,glue/rte,glue/rte,1.0
baseline,glue/rte,glue/mrpc,-0.00897132856780115
baseline,glue/rte,glue/cola,0.08926371808896383
baseline,glue/mrpc,glue/rte,-0.00897132856780115
baseline,glue/mrpc,glue/mrpc,1.0
baseline,glue/mrpc,glue/cola,0.10775705544917269
baseline,glue/cola,glue/rte,0.08926371808896383
baseline,glue/cola,glue/mrpc,0.10775705544917269
baseline,glue/cola,glue/cola,1.0
ours,glue/rte,glue/rte,1.0
ours,glue/rte,glue/mrpc,-0.02647947943924924
ours,glue/rte,glue/cola,0.06458230810802279
ours,glue/mrpc,glue/rte,-0.02647947943924924
ours,glue/mrpc,glue/mrpc,1.0
ours,glue/mrpc,glue/cola,0.05835486718127778
ours,glue/cola,glue/rte,0.06458230810802279
ours,glue/cola,glue/mrpc,0.05835486718127778
ours,glue/cola,glue/cola,1.0
