method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,2,5.0,0.9482540573786806,0.14120149612426758,0.05680515989661217,0.5693190097808838,0.23267456889152527
cagrad,2,5.0,0.5004262976796815,0.05887581780552864,0.7901450395584106,0.06959875673055649,0.08138047158718109
ours,2,5.0,0.7333147550622622,0.006519682239741087,0.5773822069168091,0.02173732779920101,0.39436075091362
