method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
baseline,1,0.5501732921663485,0.0,0.5501732921663485,0.0,0.5501732921663485,0.0
cagrad,1,0.5280259855902883,0.0,0.5280259855902883,0.0,0.5280259855902883,0.0
ours,1,0.5240968971763994,0.0,0.5240968971763994,0.0,0.5240968971763994,0.0
