step,train_step_loss,train_acc,train_loss,val_acc,val_loss,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
5.0,0.636033629377683,0.5592822805755047,0.7996838621966021,0.5501732921663485,0.8242138436708001,0.9482540573786806,0.14120149612426758,0.05680515989661217,0.5693190097808838,0.23267456889152527
