method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,local_var_topk_014,local_var_topk,2,0.7919463087248322,0.014381591562799612,0.8082454458293384,0.7756471716203259,0.000747817041,1.1089774084038875,2e-05,0.015699296315
ours,coord_04_method_ours_lambda_align_004,coord:method.ours.lambda_align,2,0.7907478427612655,0.024209012464045998,0.8039309683604985,0.7775647171620326,0.0003739085202872783,1.1089774084038875,2e-05,0.01569929631501374
ours,local_var_topk_006,local_var_topk,2,0.789549376797699,0.019654841802492773,0.7986577181208054,0.7804410354745925,0.00018695426,1.1089774084038875,1e-05,0.025699296315
ours,coord_01_anchor,coord:train.lr,2,0.7881112176414189,0.013422818791946345,0.802013422818792,0.7742090124640459,0.001,1.0,2e-05,0.01
ours,coord_04_method_ours_lambda_align_006,coord:method.ours.lambda_align,2,0.7881112176414189,0.017257909875359523,0.8034515819750718,0.772770853307766,0.007734370951139792,1.1089774084038875,2e-05,0.01569929631501374
ours,coord_02_train_weight_decay_010,coord:train.weight_decay,2,0.7878715244487058,0.01653883029721953,0.8010546500479387,0.7746883988494727,0.001,1.0,2e-05,0.01569929631501374
ours,local_var_topk_015,local_var_topk,2,0.7878715244487057,0.021332694151486087,0.8029721955896453,0.7727708533077661,0.00018695426,1.1089774084038875,2e-05,0.025699296315
ours,coord_02_train_weight_decay_009,coord:train.weight_decay,2,0.7873921380632789,0.01126558005752637,0.7996164908916586,0.7751677852348993,0.001,1.0,2e-05,0.031129456560456282
ours,local_var_topk_016,local_var_topk,2,0.7871524448705657,0.015340364333652934,0.802013422818792,0.7722914669223394,0.00037390852,1.1089774084038875,2e-05,0.025699296315
ours,coord_04_method_ours_lambda_align_005,coord:method.ours.lambda_align,2,0.786673058485139,0.016778523489932917,0.7976989453499521,0.7756471716203259,2.4309853449390485e-05,1.1089774084038875,2e-05,0.01569929631501374
ours,coord_03_train_grad_clip_008,coord:train.grad_clip,2,0.7864333652924256,0.013183125599233014,0.7996164908916586,0.7732502396931926,0.001,1.1089774084038875,2e-05,0.01569929631501374
ours,coord_02_train_weight_decay_008,coord:train.weight_decay,2,0.7861936720997125,0.015340364333652878,0.7986577181208054,0.7737296260786194,0.001,1.0,2e-05,0.022941220984173272
ours,coord_04_method_ours_lambda_align_003,coord:method.ours.lambda_align,2,0.7861936720997125,0.017257909875359523,0.7967401725790988,0.7756471716203259,0.0032649501008336626,1.1089774084038875,2e-05,0.01569929631501374
ours,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.7859539789069991,0.011744966442953031,0.7933844678811122,0.7785234899328859,0.001,0.7083602143821242,2e-05,0.01569929631501374
ours,coord_04_method_ours_lambda_align_008,coord:method.ours.lambda_align,2,0.7857142857142858,0.01677852348993286,0.7996164908916588,0.7718120805369127,0.00013289491787351013,1.1089774084038875,2e-05,0.01569929631501374
ours,coord_01_train_lr_005,coord:train.lr,2,0.7857142857142857,0.012943432406519628,0.7957813998082455,0.7756471716203259,0.001,1.0,2.6527690644866382e-05,0.01
ours,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.7854745925215725,0.01126558005752637,0.8005752636625121,0.7703739213806329,0.001,1.0,2e-05,0.041458676361109024
ours,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.7854745925215725,0.017976989453499514,0.7957813998082455,0.7751677852348993,0.001,1.8035428423900308,2e-05,0.01569929631501374
ours,coord_01_train_lr_008,coord:train.lr,2,0.7854745925215724,0.008389261744966459,0.800575263662512,0.7703739213806328,0.001,1.0,1.595254205679734e-05,0.01
ours,coord_03_anchor,coord:train.grad_clip,2,0.7852348993288591,0.018216682646212845,0.7981783317353788,0.7722914669223394,0.001,1.0,2e-05,0.01569929631501374
ours,coord_04_anchor,coord:method.ours.lambda_align,2,0.7852348993288591,0.0162991371045062,0.7986577181208054,0.7718120805369127,0.001,1.1089774084038875,2e-05,0.01569929631501374
ours,local_var_topk_005,local_var_topk,2,0.785234899328859,0.01342281879194629,0.7933844678811122,0.7770853307766059,0.000747817041,1.1089774084038875,1e-05,0.015699296315
ours,local_var_topk_009,local_var_topk,2,0.7845158197507192,0.013183125599233014,0.7986577181208054,0.7703739213806329,0.00018695426,1.1089774084038875,2e-05,0.005699296315
ours,coord_04_method_ours_lambda_align_000,coord:method.ours.lambda_align,2,0.7842761265580058,0.0162991371045062,0.7953020134228188,0.7732502396931927,0.0002085502774794116,1.1089774084038875,2e-05,0.01569929631501374
ours,local_var_topk_008,local_var_topk,2,0.7842761265580057,0.02205177372962608,0.7842761265580057,0.7842761265580057,0.000747817041,1.1089774084038875,1e-05,0.025699296315
ours,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.7840364333652925,0.014621284755512887,0.7972195589645255,0.7708533077660594,0.001,1.0,2e-05,0.0028208780978024373
ours,local_var_topk_002,local_var_topk,2,0.783796740172579,0.02253116011505274,0.7890699904122722,0.7785234899328859,0.000747817041,1.1089774084038875,1e-05,0.005699296315
ours,local_var_topk_007,local_var_topk,2,0.7835570469798658,0.012224352828379692,0.7948226270373921,0.7722914669223394,0.00037390852,1.1089774084038875,1e-05,0.025699296315
ours,local_var_topk_004,local_var_topk,2,0.7830776605944392,0.018456375838926176,0.7885906040268457,0.7775647171620326,0.00037390852,1.1089774084038875,1e-05,0.015699296315
ours,coord_02_anchor,coord:train.weight_decay,2,0.7825982742090125,0.015100671140939603,0.7972195589645255,0.7679769894534996,0.001,1.0,2e-05,0.01
ours,coord_03_train_grad_clip_001,coord:train.grad_clip,2,0.7825982742090125,0.010306807286673048,0.7929050814956855,0.7722914669223394,0.001,1.7645117906944783,2e-05,0.01569929631501374
ours,coord_03_train_grad_clip_007,coord:train.grad_clip,2,0.7825982742090124,0.008389261744966459,0.7924256951102588,0.772770853307766,0.001,1.8833819174013477,2e-05,0.01569929631501374
ours,coord_02_train_weight_decay_006,coord:train.weight_decay,2,0.7823585810162992,0.009587727708533056,0.7967401725790988,0.7679769894534996,0.001,1.0,2e-05,0.04811190452922659
ours,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.7823585810162992,0.014381591562799612,0.7933844678811122,0.7713326941514862,0.001,1.991165740762003,2e-05,0.01569929631501374
ours,coord_03_train_grad_clip_006,coord:train.grad_clip,2,0.7823585810162992,0.0115052732502397,0.7981783317353788,0.7665388302972196,0.001,1.2363744014086087,2e-05,0.01569929631501374
ours,local_var_topk_012,local_var_topk,2,0.7816395014381592,0.00647171620325987,0.7957813998082455,0.7674976030680729,0.00018695426,1.1089774084038875,2e-05,0.015699296315
ours,coord_02_train_weight_decay_004,coord:train.weight_decay,2,0.7813998082454459,0.011505273250239645,0.7972195589645255,0.7655800575263663,0.001,1.0,2e-05,0.03438558910465587
ours,coord_03_train_grad_clip_000,coord:train.grad_clip,2,0.7809204218600192,0.014860977948226273,0.7948226270373921,0.7670182166826462,0.001,1.5160116774146188,2e-05,0.01569929631501374
ours,coord_04_method_ours_lambda_align_002,coord:method.ours.lambda_align,2,0.7809204218600192,0.02061361457334615,0.7929050814956855,0.7689357622243529,0.0002878913241153341,1.1089774084038875,2e-05,0.01569929631501374
ours,local_var_topk_001,local_var_topk,2,0.7806807286673059,0.021812080536912748,0.7876318312559923,0.7737296260786194,0.00037390852,1.1089774084038875,1e-05,0.005699296315
ours,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.7804410354745925,0.007670182166826467,0.7929050814956855,0.7679769894534996,0.001,1.0,2e-05,0.03963349773650037
ours,local_var_topk_010,local_var_topk,2,0.7804410354745925,0.011505273250239645,0.7919463087248322,0.7689357622243529,0.00037390852,1.1089774084038875,2e-05,0.005699296315
ours,local_var_topk_013,local_var_topk,2,0.7804410354745925,0.015340364333652934,0.7972195589645255,0.7636625119846596,0.00037390852,1.1089774084038875,2e-05,0.015699296315
ours,coord_04_method_ours_lambda_align_007,coord:method.ours.lambda_align,2,0.7802013422818792,0.012703739213806298,0.7967401725790988,0.7636625119846596,0.00034819237895551436,1.1089774084038875,2e-05,0.01569929631501374
ours,local_var_topk_003,local_var_topk,2,0.7799616490891659,0.018696069031639506,0.7833173537871525,0.7766059443911792,0.00018695426,1.1089774084038875,1e-05,0.015699296315
ours,local_var_topk_011,local_var_topk,2,0.7799616490891659,0.01773729626078624,0.7943432406519655,0.7655800575263663,0.000747817041,1.1089774084038875,2e-05,0.005699296315
ours,coord_01_train_lr_001,coord:train.lr,2,0.7794822627037392,0.00862895493767979,0.7794822627037392,0.7794822627037392,0.001,1.0,6.093904653635503e-06,0.01
ours,coord_04_method_ours_lambda_align_009,coord:method.ours.lambda_align,2,0.7794822627037392,0.015340364333652934,0.7962607861936721,0.7627037392138063,0.00027088063293043466,1.1089774084038875,2e-05,0.01569929631501374
ours,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.7790028763183126,0.010067114093959717,0.7919463087248322,0.7660594439117929,0.001,1.0,2e-05,0.0011293853537124698
ours,coord_04_method_ours_lambda_align_001,coord:method.ours.lambda_align,2,0.7787631831255992,0.01126558005752637,0.7905081495685522,0.7670182166826462,0.0012346878339290972,1.1089774084038875,2e-05,0.01569929631501374
ours,local_var_topk_017,local_var_topk,2,0.7787631831255992,0.01797698945349957,0.7953020134228188,0.7622243528283796,0.000747817041,1.1089774084038875,2e-05,0.025699296315
ours,coord_02_train_weight_decay_005,coord:train.weight_decay,2,0.7778044103547459,0.009348034515819725,0.7890699904122722,0.7665388302972196,0.001,1.0,2e-05,0.03802613486924597
ours,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.7778044103547459,0.014141898370086281,0.7900287631831255,0.7655800575263663,0.001,0.8112607949285354,2e-05,0.01569929631501374
ours,coord_01_train_lr_007,coord:train.lr,2,0.7773250239693192,0.010786193672099709,0.7809204218600192,0.7737296260786194,0.001,1.0,8.287954980982074e-06,0.01
ours,local_var_topk_022,local_var_topk,2,0.776366251198466,0.005992329817833153,0.7823585810162992,0.7703739213806329,0.00037390852,1.1089774084038875,4e-05,0.015699296315
ours,coord_01_train_lr_000,coord:train.lr,2,0.7758868648130393,0.012224352828379692,0.7909875359539789,0.7607861936720997,0.001,1.0,2.166929842602531e-05,0.01
ours,coord_01_train_lr_010,coord:train.lr,2,0.7758868648130393,0.017018216682646192,0.7895493767976989,0.7622243528283796,0.001,1.0,2.521629284502662e-05,0.01
ours,coord_03_train_grad_clip_003,coord:train.grad_clip,2,0.7751677852348994,0.019654841802492773,0.788111217641419,0.7622243528283796,0.001,1.0736942906332496,2e-05,0.01569929631501374
ours,local_var_topk_025,local_var_topk,2,0.7751677852348993,0.014860977948226328,0.7842761265580058,0.7660594439117929,0.00037390852,1.1089774084038875,4e-05,0.025699296315
ours,local_var_topk_021,local_var_topk,2,0.7749280920421859,0.013183125599233014,0.786673058485139,0.763183125599233,0.00018695426,1.1089774084038875,4e-05,0.015699296315
ours,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.7746883988494727,0.015340364333652934,0.7924256951102588,0.7569511025886866,0.001,0.6513832929507756,2e-05,0.01569929631501374
ours,coord_04_method_ours_lambda_align_010,coord:method.ours.lambda_align,2,0.7737296260786194,0.015340364333652934,0.7967401725790988,0.75071907957814,2.8529473160537783e-05,1.1089774084038875,2e-05,0.01569929631501374
ours,local_var_topk_000,local_var_topk,2,0.7713326941514861,0.02253116011505274,0.7727708533077661,0.7698945349952062,0.00018695426,1.1089774084038875,1e-05,0.005699296315
ours,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.7706136145733461,0.006951102588686475,0.785234899328859,0.7559923298178332,0.001,1.0,2e-05,0.025761370357300944
