method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,local_var_topk_019,local_var_topk,2,0.7698945349952062,0.017257909875359523,0.7804410354745925,0.7593480345158198,0.00037390852,1.1089774084038875,4e-05,0.005699296315
ours,coord_01_train_lr_006,coord:train.lr,2,0.7686960690316396,0.004554170661553225,0.7732502396931927,0.7641418983700863,0.001,1.0,4.2333466349297045e-05,0.01
ours,local_var_topk_024,local_var_topk,2,0.7682166826462129,0.012224352828379692,0.7833173537871525,0.7531160115052733,0.00018695426,1.1089774084038875,4e-05,0.025699296315
ours,local_var_topk_023,local_var_topk,2,0.7658197507190796,0.011744966442952975,0.7785234899328859,0.7531160115052733,0.000747817041,1.1089774084038875,4e-05,0.015699296315
ours,local_var_topk_026,local_var_topk,2,0.7643815915627996,0.01126558005752637,0.774209012464046,0.7545541706615533,0.000747817041,1.1089774084038875,4e-05,0.025699296315
ours,local_var_topk_018,local_var_topk,2,0.7615052732502396,0.012224352828379692,0.7751677852348993,0.74784276126558,0.00018695426,1.1089774084038875,4e-05,0.005699296315
ours,local_var_topk_020,local_var_topk,2,0.760306807286673,0.02492809204218599,0.7703739213806328,0.7502396931927133,0.000747817041,1.1089774084038875,4e-05,0.005699296315
ours,coord_01_train_lr_003,coord:train.lr,2,0.74928092042186,0.01773729626078624,0.7689357622243529,0.7296260786193672,0.001,1.0,5.7311085087922365e-05,0.01
ours,coord_01_train_lr_002,coord:train.lr,2,0.6912751677852349,0.0,0.6912751677852349,0.6912751677852349,0.001,1.0,0.0030628992009764716,0.01
ours,coord_01_train_lr_004,coord:train.lr,2,0.6912751677852349,0.0,0.6912751677852349,0.6912751677852349,0.001,1.0,0.00021585440778054102,0.01
ours,coord_01_train_lr_009,coord:train.lr,2,0.6912751677852349,0.0,0.6912751677852349,0.6912751677852349,0.001,1.0,0.00033486107247024106,0.01
