method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,1,1.0,1.2854243020216625,0.1938374638557434,0.15362069010734558,0.21235299110412598,0.4401888847351074
ours,1,1.0,1.1868761380513508,0.5409820675849915,0.1608692854642868,0.16058453917503357,0.13756413757801056
