method,expert,score_var,score_mean,score_std
baseline,e0,0.0,0.1938374638557434,0.0
baseline,e1,0.0,0.15362069010734558,0.0
baseline,e2,0.0,0.21235299110412598,0.0
baseline,e3,0.0,0.4401888847351074,0.0
ours,e0,0.0,0.5409820675849915,0.0
ours,e1,0.0,0.1608692854642868,0.0
ours,e2,0.0,0.16058453917503357,0.0
ours,e3,0.0,0.13756413757801056,0.0
