method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.6160076283075439,0.0,-0.05853558698506059,0.0,-0.041041211730930366,0.0,0.5081256106495857,0.0,0.9134173294032831,0.0,0.47535089833693583,0.0,3.1966727023616994,0.0,0.75,0.0,1.2489032141036458,0.0,0.03254939509276428,0.0,0.29487289524760535,0.0
ours,0.6160076283075439,0.0,-0.025643625211148796,0.0,-0.040583964387284024,0.0,0.4808015003800392,0.0,0.919085729464569,0.0,0.21553756296634674,0.0,1.899175267372707,0.0,1.0,0.0,1.3377258881098695,0.0,0.013380397048217847,0.0,0.3210953591800831,0.0
