method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,1,1.0,1.246333008011182,0.47765421867370605,0.17417673766613007,0.22081543505191803,0.12735356390476227
ours,1,1.0,1.2040353367726009,0.44838747382164,0.3300950229167938,0.10833278298377991,0.11318469792604446
