method,row,col,value
baseline,glue/sst2,glue/sst2,1.0
baseline,glue/sst2,yelp_polarity,0.4479663438197063
baseline,glue/sst2,amazon_polarity,0.2533150205242181
baseline,yelp_polarity,glue/sst2,0.4479663438197063
baseline,yelp_polarity,yelp_polarity,1.0
baseline,yelp_polarity,amazon_polarity,0.2336415776149743
baseline,amazon_polarity,glue/sst2,0.2533150205242181
baseline,amazon_polarity,yelp_polarity,0.2336415776149743
baseline,amazon_polarity,amazon_polarity,1.0
ours,glue/sst2,glue/sst2,1.0
ours,glue/sst2,yelp_polarity,0.1694332141074869
ours,glue/sst2,amazon_polarity,0.4021467192834822
ours,yelp_polarity,glue/sst2,0.1694332141074869
ours,yelp_polarity,yelp_polarity,1.0
ours,yelp_polarity,amazon_polarity,0.21944000982922154
ours,amazon_polarity,glue/sst2,0.4021467192834822
ours,amazon_polarity,yelp_polarity,0.21944000982922154
ours,amazon_polarity,amazon_polarity,1.0
