method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,0.36739159428041784
baseline,e0,e2,0.10004747837013567
baseline,e0,e3,-0.11857035958063754
baseline,e1,e0,0.36739159428041784
baseline,e1,e1,1.0
baseline,e1,e2,0.27992131876355725
baseline,e1,e3,0.15542105005621354
baseline,e2,e0,0.10004747837013567
baseline,e2,e1,0.27992131876355725
baseline,e2,e2,1.0
baseline,e2,e3,0.05148302151697798
baseline,e3,e0,-0.11857035958063754
baseline,e3,e1,0.15542105005621354
baseline,e3,e2,0.05148302151697798
baseline,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,0.12352229485810302
ours,e0,e2,0.22625493769928506
ours,e0,e3,0.5111566346016936
ours,e1,e0,0.12352229485810302
ours,e1,e1,1.0
ours,e1,e2,0.03153033286716021
ours,e1,e3,0.3778973319639143
ours,e2,e0,0.22625493769928506
ours,e2,e1,0.03153033286716021
ours,e2,e2,1.0
ours,e2,e3,-0.1698489524968131
ours,e3,e0,0.5111566346016936
ours,e3,e1,0.3778973319639143
ours,e3,e2,-0.1698489524968131
ours,e3,e3,1.0
