method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,1,1.0,1.311495711337085,0.3642110824584961,0.17799073457717896,0.1610681712627411,0.29673001170158386
cagrad,1,1.0,1.2863323375306748,0.18120945990085602,0.37827423214912415,0.31385117769241333,0.12666527926921844
ours,1,1.0,1.1131423975996397,0.13113611936569214,0.13436153531074524,0.5739135146141052,0.16058914363384247
