method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_cola,glue/cola,1,0.7066155321188878,0.0,0.6025236903028633,0.0
baseline,glue_mrpc,glue/mrpc,1,0.6838235294117647,0.0,0.6427867034194517,0.0
baseline,glue_rte,glue/rte,1,0.4729241877256318,0.0,0.868287467445646,0.0
cagrad,glue_cola,glue/cola,1,0.6912751677852349,0.0,0.5932423021957165,0.0
cagrad,glue_mrpc,glue/mrpc,1,0.6838235294117647,0.0,0.6091385133126203,0.0
cagrad,glue_rte,glue/rte,1,0.4729241877256318,0.0,0.8801862428018025,0.0
ours,glue_cola,glue/cola,1,0.3595397890699904,0.0,0.8167761682554056,0.0
ours,glue_mrpc,glue/mrpc,1,0.6617647058823529,0.0,0.6229837571873384,0.0
ours,glue_rte,glue/rte,1,0.40794223826714804,0.0,0.7532624978678567,0.0
