method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,56.46208033058792,0.0,0.560109434183687,0.0,3739.80712890625,0.0
cagrad,59.993282889947295,0.0,3.6934314141981304,0.0,3744.93212890625,0.0
ours,56.29213203769177,0.0,0.5992308189161122,0.0,3542.6376953125,0.0
