method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,0.4396945886495151
baseline,e0,e2,-0.04989878519981067
baseline,e0,e3,0.4551896069674426
baseline,e1,e0,0.4396945886495151
baseline,e1,e1,1.0
baseline,e1,e2,0.08638153370645889
baseline,e1,e3,0.20280096407464532
baseline,e2,e0,-0.04989878519981067
baseline,e2,e1,0.08638153370645889
baseline,e2,e2,1.0
baseline,e2,e3,-0.02767810040811379
baseline,e3,e0,0.4551896069674426
baseline,e3,e1,0.20280096407464532
baseline,e3,e2,-0.02767810040811379
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,-0.2592730505362271
cagrad,e0,e2,-0.13014097687485673
cagrad,e0,e3,-0.07449408884681885
cagrad,e1,e0,-0.2592730505362271
cagrad,e1,e1,1.0
cagrad,e1,e2,0.7807310765999944
cagrad,e1,e3,0.5008270220226108
cagrad,e2,e0,-0.13014097687485673
cagrad,e2,e1,0.7807310765999944
cagrad,e2,e2,1.0
cagrad,e2,e3,0.37779056974959707
cagrad,e3,e0,-0.07449408884681885
cagrad,e3,e1,0.5008270220226108
cagrad,e3,e2,0.37779056974959707
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,0.07461154949152947
ours,e0,e2,0.07869461586619866
ours,e0,e3,-0.42544255868005887
ours,e1,e0,0.07461154949152947
ours,e1,e1,1.0
ours,e1,e2,0.09917444798614769
ours,e1,e3,0.39573872023497714
ours,e2,e0,0.07869461586619866
ours,e2,e1,0.09917444798614769
ours,e2,e2,1.0
ours,e2,e3,0.0018093444899924948
ours,e3,e0,-0.42544255868005887
ours,e3,e1,0.39573872023497714
ours,e3,e2,0.0018093444899924948
ours,e3,e3,1.0
