method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.6211210830854281,0.0,0.5897667081659504,0.0,0.7273816112039153,0.0,0.49964435398578644,0.0,0.9126404594356577,0.0,0.3365832567214966,0.0,2.261223180241985,0.0,1.0,0.0,1.311495711337085,0.0,0.1844149679650229,0.0,0.3544865661431195,0.0
cagrad,0.6160076283075439,0.0,0.7078833036391518,0.0,0.7027346579998444,0.0,0.5077289938926697,0.0,0.906694357794004,0.0,0.40236715646181626,0.0,2.9864082275074604,0.0,1.0,0.0,1.2863323375306748,0.0,0.1992400920190499,0.0,0.4003496770198361,0.0
ours,0.47641557773983045,0.0,-0.17565110742205015,0.0,-0.10595539457210515,0.0,0.5094378665089607,0.0,0.8840759614871284,0.0,0.7494400144958462,0.0,4.376471695137355,0.0,1.0,0.0,1.1131423975996397,0.0,0.03743101989813109,0.0,0.3478098518880009,0.0
