method,expert,purity_mean,purity_std
baseline,e0,0.4883696138858795,0.0
baseline,e1,0.5744665861129761,0.0
baseline,e2,0.4745059311389923,0.0
baseline,e3,0.46123528480529785,0.0
cagrad,e0,0.49905309081077576,0.0
cagrad,e1,0.496759831905365,0.0
cagrad,e2,0.5962403416633606,0.0
cagrad,e3,0.43886271119117737,0.0
ours,e0,0.5853402614593506,0.0
ours,e1,0.42115822434425354,0.0
ours,e2,0.42347848415374756,0.0
ours,e3,0.6077744960784912,0.0
