method,seed,step,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3
baseline,2,5.0,1.255920946598053,0.11750638484954834,0.1758187860250473,0.25751277804374695,0.4491620361804962
ours,2,5.0,1.3320959011713664,0.276191771030426,0.3267727196216583,0.13437725603580475,0.2626582682132721
