method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_cola,glue/cola,5,0.8076701821668264,0.0069562251763056636,0.4483088405902377,0.02903390487238784
baseline,glue_mrpc,glue/mrpc,5,0.8563725490196079,0.018832718345390714,0.3757391039364259,0.07629128115514489
baseline,glue_rte,glue/rte,5,0.7140794223826715,0.05400220058141561,0.5919341556621449,0.06404565623932441
cagrad,glue_cola,glue/cola,5,0.8042186001917544,0.011005441880944787,0.4768915511681947,0.040094769176684
cagrad,glue_mrpc,glue/mrpc,5,0.8627450980392156,0.016550924525621694,0.3997305980262657,0.07743822679960793
cagrad,glue_rte,glue/rte,5,0.6808664259927799,0.041951881722264134,0.6551633037371294,0.056308369570336005
ours,glue_cola,glue/cola,5,0.8070949185043144,0.008167033341916338,0.4595052236620024,0.021959732160988885
ours,glue_mrpc,glue/mrpc,5,0.8637254901960784,0.022655333349590873,0.4182854471992993,0.05368256520199654
ours,glue_rte,glue/rte,5,0.6931407942238266,0.025219132413823793,0.5929635285139083,0.041180047750476796
