method,method_alias,method_name,candidate_id,score_mean,score_std,param::train.grad_clip,param::train.lr,param::train.weight_decay,param::method.baseline_cagrad.c,param::method.baseline_cagrad.inner_lr,param::method.ours.lambda_align,fixed::method.ours.use_load_norm
baseline,baseline,baseline_avg,local_var_topk_018,0.6913357400722022,0.009025270758122705,0.56901752383,2.6042459e-05,0.031158298344,,,,
cagrad,cagrad,baseline_cagrad,coord_05_method_baseline_cagrad_inner_lr_010,0.7256317689530687,0.0036101083032490933,1.0,2.410351909352087e-05,0.03456878451370884,0.4,0.0730989141900441,,
ours,ours,ours,local_var_topk_006,0.703971119133574,0.014440433212996373,1.7219177691942897,1.2608146e-05,0.031458676361,,,0.002469375668,true
