method,expert,purity_mean,purity_std
baseline,e0,0.634748637676239,0.0988583087846062
baseline,e1,0.5103849411010742,0.27144728637054977
baseline,e2,0.475902795791626,0.319305989988897
baseline,e3,0.6566131830215454,0.05726189266154248
ours,e0,0.6494595646858216,0.2363497170515188
ours,e1,0.6460855364799499,0.37094770153723733
ours,e2,0.5250179588794708,0.3251618407212387
ours,e3,0.6483058512210846,0.19360064094814577
