method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,1241.2357784841909,59.95108314976525,0.5277492195090396,0.0370794880544821,3360.866015625,0.8573214099741123
ours,1515.6882182669942,33.31805222577956,0.9046636441776762,0.01563361920757135,2407.818359375,0.0
