method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,-0.08516652266890054
baseline,e0,e2,-0.18722996147797288
baseline,e0,e3,0.13243096133000107
baseline,e1,e0,-0.08516652266890054
baseline,e1,e1,1.0
baseline,e1,e2,-0.0017197141890021971
baseline,e1,e3,-0.0806654217021917
baseline,e2,e0,-0.18722996147797288
baseline,e2,e1,-0.0017197141890021971
baseline,e2,e2,1.0
baseline,e2,e3,-0.020578402907198777
baseline,e3,e0,0.13243096133000107
baseline,e3,e1,-0.0806654217021917
baseline,e3,e2,-0.020578402907198777
baseline,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,0.06281067198466905
ours,e0,e2,0.03805089989457829
ours,e0,e3,-0.11072945195136338
ours,e1,e0,0.06281067198466905
ours,e1,e1,1.0
ours,e1,e2,0.09254882551030766
ours,e1,e3,-0.21802708017464328
ours,e2,e0,0.03805089989457829
ours,e2,e1,0.09254882551030766
ours,e2,e2,1.0
ours,e2,e3,0.009050389369317432
ours,e3,e0,-0.11072945195136338
ours,e3,e1,-0.21802708017464328
ours,e3,e2,0.009050389369317432
ours,e3,e3,1.0
