method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,local_var_topk_011,local_var_topk,2,0.7688626456486374,0.00656976299755152,0.7688626456486374,0.7688626456486374,0.00163247505,2.0,2.5216293e-05,0.03802613486924597
ours,local_var_topk_016,local_var_topk,2,0.7685375786170032,0.0012869023508901845,0.7685375786170032,0.7685375786170032,0.006529900202,1.883381917401,2.5216293e-05,0.03802613486924597
ours,coord_01_train_lr_010,coord:train.lr,2,0.7682874125267742,0.012798010844554564,0.7682874125267742,0.7682874125267742,0.001,1.0,2.521629284502662e-05,0.01
ours,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.7679571691379368,0.004682970192575631,0.7679571691379368,0.7679571691379368,0.001,1.0,2.521629284502662e-05,0.0028208780978024373
ours,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.7669459456304508,0.012221932199171281,0.7669459456304508,0.7669459456304508,0.001,1.991165740762003,2.521629284502662e-05,0.03802613486924597
ours,coord_04_method_ours_lambda_align_009,coord:method.ours.lambda_align,2,0.7669441513673285,0.013103916446847497,0.7669441513673285,0.7669441513673285,0.00027088063293043466,1.8833819174013477,2.521629284502662e-05,0.03802613486924597
ours,local_var_topk_017,local_var_topk,2,0.7667534702604097,0.012181795282501295,0.7667534702604097,0.7667534702604097,0.006529900202,2.0,2.5216293e-05,0.03802613486924597
ours,coord_02_train_weight_decay_010,coord:train.weight_decay,2,0.7662080510331075,0.006595565604107734,0.7662080510331075,0.7662080510331075,0.001,1.0,2.521629284502662e-05,0.01569929631501374
ours,coord_02_anchor,coord:train.weight_decay,2,0.7659549157131254,0.0025073392007122774,0.7659549157131254,0.7659549157131254,0.001,1.0,2.521629284502662e-05,0.01
ours,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.764960017313607,0.004287632804032215,0.764960017313607,0.764960017313607,0.001,1.0,2.521629284502662e-05,0.03963349773650037
ours,coord_01_anchor,coord:train.lr,2,0.7642522561565028,0.012592931801169993,0.7642522561565028,0.7642522561565028,0.001,1.0,2e-05,0.01
ours,local_var_topk_015,local_var_topk,2,0.7640211482795333,0.0025145063557692193,0.7640211482795333,0.7640211482795333,0.006529900202,1.583381917401,2.5216293e-05,0.03802613486924597
ours,coord_04_method_ours_lambda_align_010,coord:method.ours.lambda_align,2,0.7637236781175776,0.0030504480844825155,0.7637236781175776,0.7637236781175776,2.8529473160537783e-05,1.8833819174013477,2.521629284502662e-05,0.03802613486924597
ours,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.7636907083559645,0.014774132219699199,0.7636907083559645,0.7636907083559645,0.001,0.6513832929507756,2.521629284502662e-05,0.03802613486924597
ours,coord_02_train_weight_decay_006,coord:train.weight_decay,2,0.7634975203707826,0.015384448911975712,0.7634975203707826,0.7634975203707826,0.001,1.0,2.521629284502662e-05,0.04811190452922659
ours,coord_04_method_ours_lambda_align_000,coord:method.ours.lambda_align,2,0.7634153589556709,0.002918249492352143,0.7634153589556709,0.7634153589556709,0.0002085502774794116,1.8833819174013477,2.521629284502662e-05,0.03802613486924597
ours,coord_04_method_ours_lambda_align_008,coord:method.ours.lambda_align,2,0.7631219934003695,0.00823365713886648,0.7631219934003695,0.7631219934003695,0.00013289491787351013,1.8833819174013477,2.521629284502662e-05,0.03802613486924597
ours,coord_03_anchor,coord:train.grad_clip,2,0.7631089273755359,0.016796515608318963,0.7631089273755359,0.7631089273755359,0.001,1.0,2.521629284502662e-05,0.03802613486924597
ours,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.7627776419284469,0.016104327354311276,0.7627776419284469,0.7627776419284469,0.001,1.0,2.521629284502662e-05,0.0011293853537124698
ours,local_var_topk_010,local_var_topk,2,0.7611436550003423,0.010656101819175201,0.7611436550003423,0.7611436550003423,0.00163247505,1.883381917401,2.5216293e-05,0.03802613486924597
ours,coord_01_train_lr_000,coord:train.lr,2,0.761003340513553,0.008713043524293196,0.761003340513553,0.761003340513553,0.001,1.0,2.166929842602531e-05,0.01
ours,coord_04_method_ours_lambda_align_002,coord:method.ours.lambda_align,2,0.7608064706834768,0.019843055620878625,0.7608064706834768,0.7608064706834768,0.0002878913241153341,1.8833819174013477,2.521629284502662e-05,0.03802613486924597
ours,local_var_topk_009,local_var_topk,2,0.7604403278930031,0.014316866595934563,0.7604403278930031,0.7604403278930031,0.00163247505,1.583381917401,2.5216293e-05,0.03802613486924597
ours,coord_01_train_lr_003,coord:train.lr,2,0.7591576630571466,0.020611280193192416,0.7591576630571466,0.7591576630571466,0.001,1.0,5.7311085087922365e-05,0.01
ours,local_var_topk_025,local_var_topk,2,0.7584358970330394,0.016417596646392474,0.7584358970330394,0.7584358970330394,0.006529900202,1.883381917401,5.0432586e-05,0.03802613486924597
ours,coord_03_train_grad_clip_003,coord:train.grad_clip,2,0.7580955172593917,0.008872838986102083,0.7580955172593917,0.7580955172593917,0.001,1.0736942906332496,2.521629284502662e-05,0.03802613486924597
ours,coord_01_train_lr_008,coord:train.lr,2,0.7578947393573926,0.01522318863015526,0.7578947393573926,0.7578947393573926,0.001,1.0,1.595254205679734e-05,0.01
ours,coord_03_train_grad_clip_000,coord:train.grad_clip,2,0.7576765009705252,0.024457023741825346,0.7576765009705252,0.7576765009705252,0.001,1.5160116774146188,2.521629284502662e-05,0.03802613486924597
ours,coord_01_train_lr_006,coord:train.lr,2,0.7573907253320408,0.012256789542556046,0.7573907253320408,0.7573907253320408,0.001,1.0,4.2333466349297045e-05,0.01
ours,local_var_topk_004,local_var_topk,2,0.756387578129484,0.012392576660931132,0.756387578129484,0.756387578129484,0.003264950101,1.883381917401,1.2608146e-05,0.03802613486924597
ours,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.755995632732454,0.020502141204893687,0.755995632732454,0.755995632732454,0.001,1.0,2.521629284502662e-05,0.041458676361109024
ours,local_var_topk_000,local_var_topk,2,0.7556887783905589,0.01642698082633176,0.7556887783905589,0.7556887783905589,0.00163247505,1.583381917401,1.2608146e-05,0.03802613486924597
ours,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.7556043066319156,0.004727634477659837,0.7556043066319156,0.7556043066319156,0.001,1.8035428423900308,2.521629284502662e-05,0.03802613486924597
ours,local_var_topk_012,local_var_topk,2,0.7550725628285058,0.011316032926710629,0.7550725628285058,0.7550725628285058,0.003264950101,1.583381917401,2.5216293e-05,0.03802613486924597
ours,coord_04_method_ours_lambda_align_007,coord:method.ours.lambda_align,2,0.7534399474017635,0.015234460391866322,0.7534399474017635,0.7534399474017635,0.00034819237895551436,1.8833819174013477,2.521629284502662e-05,0.03802613486924597
ours,local_var_topk_002,local_var_topk,2,0.7534320280418356,0.02360823548279095,0.7534320280418356,0.7534320280418356,0.00163247505,2.0,1.2608146e-05,0.03802613486924597
ours,local_var_topk_026,local_var_topk,2,0.7525026760960807,0.012069500427150603,0.7525026760960807,0.7525026760960807,0.006529900202,2.0,5.0432586e-05,0.03802613486924597
ours,local_var_topk_006,local_var_topk,2,0.7515140597383688,0.01572059117058977,0.7515140597383688,0.7515140597383688,0.006529900202,1.583381917401,1.2608146e-05,0.03802613486924597
ours,local_var_topk_005,local_var_topk,2,0.7506167924409768,0.009243219291609428,0.7506167924409768,0.7506167924409768,0.003264950101,2.0,1.2608146e-05,0.03802613486924597
ours,local_var_topk_007,local_var_topk,2,0.749841400713606,0.008485091514375653,0.749841400713606,0.749841400713606,0.006529900202,1.883381917401,1.2608146e-05,0.03802613486924597
ours,local_var_topk_008,local_var_topk,2,0.7494223844247396,0.012061713975602295,0.7494223844247396,0.7494223844247396,0.006529900202,2.0,1.2608146e-05,0.03802613486924597
ours,local_var_topk_001,local_var_topk,2,0.7488635697294934,0.00013536435661493096,0.7488635697294934,0.7488635697294934,0.00163247505,1.883381917401,1.2608146e-05,0.03802613486924597
ours,local_var_topk_003,local_var_topk,2,0.7441778664316259,0.011131187063216419,0.7441778664316259,0.7441778664316259,0.003264950101,1.583381917401,1.2608146e-05,0.03802613486924597
ours,coord_01_train_lr_007,coord:train.lr,2,0.7330194119418416,0.01696083843854218,0.7330194119418416,0.7330194119418416,0.001,1.0,8.287954980982074e-06,0.01
ours,coord_01_train_lr_005,coord:train.lr,2,0.7312430264104446,0.003666663646535895,0.7312430264104446,0.7312430264104446,0.001,1.0,2.6527690644866382e-05,0.01
ours,coord_01_train_lr_001,coord:train.lr,2,0.7224304246125234,0.0002287975334376302,0.7224304246125234,0.7224304246125234,0.001,1.0,6.093904653635503e-06,0.01
ours,coord_01_train_lr_002,coord:train.lr,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.001,1.0,0.0030628992009764716,0.01
ours,coord_01_train_lr_004,coord:train.lr,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.001,1.0,0.00021585440778054102,0.01
ours,coord_01_train_lr_009,coord:train.lr,2,0.6160076283075439,0.0,0.6160076283075439,0.6160076283075439,0.001,1.0,0.00033486107247024106,0.01
