method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.850502734711504,0.006473008505969145,0.03689354827301381,0.026703491241899184,-0.05252420718602442,0.08734259904296343,0.6718532383441925,0.09040591815903481,0.5464400329866764,0.11693582940388217,0.7123219683207667,0.15823802941971146,74.42034998215603,129.05938748091606,0.65,0.1224744871391589,0.6456943754934603,0.041667172711791774,0.03786367607131604,0.07524748161108052,0.24156678898014888,0.08615042989794358
cagrad,0.8441979361624877,0.009665242722678116,0.03583001141657678,0.03513257582486254,0.037957736264187227,0.04868355576554601,0.6586545601487159,0.08623660683527982,0.5195124016604407,0.08979793994037097,0.7719339093052539,0.12248157916025197,113811016099.3153,227622032157.25153,0.75,0.15811388300841897,0.6262792738223517,0.022945075703917874,0.041549674220873925,0.09300470940344897,0.5330642660982207,0.2957621792219266
ours,0.8447010192636162,0.006498165521203087,0.052713931291410984,0.03803434310286014,0.07873415402732328,0.02548881140583224,0.7807041928172112,0.03652334787413602,0.41394149893530996,0.0682001748157395,0.4661429683361152,0.12618700808605499,5.100146114322004,2.551986628919335,0.8,0.09999999999999999,0.5133905903539724,0.013118257876415022,0.01890152401989961,0.07545953170995787,0.4045442610439992,0.20943523864725835
