method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_cola,glue/cola,5,0.8404602109300097,0.005307134229376051,0.41196883806127005,0.02935844938768256
baseline,glue_mrpc,glue/mrpc,5,0.8720588235294118,0.0078124399267201815,0.4043033853283965,0.06559481558868131
baseline,glue_rte,glue/rte,5,0.8389891696750903,0.017478293771711485,0.5931386266498759,0.10652468164224357
cagrad,glue_cola,glue/cola,5,0.8419942473633748,0.006075926948324017,0.4149294629348229,0.07435448465260794
cagrad,glue_mrpc,glue/mrpc,5,0.872549019607843,0.01369043141545974,0.49314223051461503,0.06809280743351492
cagrad,glue_rte,glue/rte,5,0.8180505415162456,0.018910903759868296,0.7004404268102122,0.055907820492618936
ours,glue_cola,glue/cola,5,0.8462128475551294,0.012361849634735347,0.4086440113533061,0.03191136931857345
ours,glue_mrpc,glue/mrpc,5,0.8691176470588236,0.004802921064280724,0.39519510704501276,0.021581025893925597
ours,glue_rte,glue/rte,5,0.8187725631768952,0.018464565852049718,0.6455724084963357,0.08032115826506114
