method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,813.7855296602007,195.0166205057057,0.5322145206982736,0.12689562788745737,5166.78564453125,0.0
cagrad,5973.163421403197,337.73097888651796,5.591474273843923,0.3276207875200559,5168.03564453125,0.0
ours,828.1732250832022,187.52427418465953,0.535242014143127,0.1210651351755822,3751.86572265625,0.0
