method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,method.ours.lambda_align,train.grad_clip,train.lr,train.weight_decay
ours,coord_02_train_weight_decay_011,coord:train.weight_decay,2,0.6967509025270758,0.0072202166064981865,0.6967509025270758,0.6967509025270758,0.001,1.0,3.356481249128643e-05,0.043221282843119845
ours,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.6931407942238267,0.014440433212996373,0.6931407942238267,0.6931407942238267,0.001,0.6513832929507756,3.356481249128643e-05,0.043221282843119845
ours,coord_04_method_ours_lambda_align_008,coord:method.ours.lambda_align,2,0.6922382671480144,0.008122743682310474,0.6967509025270757,0.6877256317689531,0.00013289491787351013,0.6513832929507756,3.356481249128643e-05,0.043221282843119845
ours,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.6895306859205776,0.007220216606498131,0.6949458483754513,0.6841155234657039,0.001,1.0,3.356481249128643e-05,0.0028208780978024373
ours,coord_03_anchor,coord:train.grad_clip,2,0.6895306859205776,0.02166064981949456,0.6895306859205776,0.6895306859205776,0.001,1.0,3.356481249128643e-05,0.043221282843119845
ours,local_var_topk_006,local_var_topk,2,0.6895306859205776,0.0072202166064981865,0.6895306859205776,0.6895306859205776,0.00013289491787351013,0.951383292951,1.6782406e-05,0.033221282843
ours,coord_03_train_grad_clip_022,coord:train.grad_clip,2,0.6877256317689531,0.005415162454873668,0.6967509025270758,0.6787003610108304,0.001,0.5039966201068447,3.356481249128643e-05,0.043221282843119845
ours,coord_04_method_ours_lambda_align_011,coord:method.ours.lambda_align,2,0.6823104693140795,0.0,0.6823104693140795,0.6823104693140795,1.2672777761501722e-05,0.6513832929507756,3.356481249128643e-05,0.043221282843119845
ours,coord_04_method_ours_lambda_align_002,coord:method.ours.lambda_align,2,0.6787003610108303,0.018050541516245522,0.6787003610108303,0.6787003610108303,0.0002878913241153341,0.6513832929507756,3.356481249128643e-05,0.043221282843119845
ours,coord_03_train_grad_clip_021,coord:train.grad_clip,2,0.677797833935018,0.008122743682310474,0.6823104693140793,0.6732851985559567,0.001,0.5039649001674528,3.356481249128643e-05,0.043221282843119845
ours,coord_03_train_grad_clip_016,coord:train.grad_clip,2,0.6732851985559567,0.016245487364620947,0.6732851985559567,0.6732851985559567,0.001,0.9740671933715628,3.356481249128643e-05,0.043221282843119845
ours,local_var_topk_007,local_var_topk,2,0.6732851985559567,0.005415162454873612,0.6732851985559567,0.6732851985559567,0.00013289491787351013,0.951383292951,1.6782406e-05,0.043221282843
ours,coord_01_train_lr_019,coord:train.lr,2,0.6723826714801444,0.0027075812274368616,0.6750902527075813,0.6696750902527075,0.001,1.0,3.356481249128643e-05,0.01
ours,coord_01_train_lr_000,coord:train.lr,2,0.6714801444043321,0.028880866425992746,0.6750902527075813,0.667870036101083,0.001,1.0,2.166929842602531e-05,0.01
ours,coord_02_train_weight_decay_016,coord:train.weight_decay,2,0.6714801444043321,0.010830324909747335,0.6714801444043321,0.6714801444043321,0.001,1.0,3.356481249128643e-05,0.04528612259904585
