method,row,col,value
baseline,e0,e0,1.0
baseline,e0,e1,0.04998913996564428
baseline,e0,e2,0.07249820446178622
baseline,e0,e3,0.009715983780693188
baseline,e1,e0,0.04998913996564428
baseline,e1,e1,1.0
baseline,e1,e2,-0.17591095483559077
baseline,e1,e3,0.09528558573024311
baseline,e2,e0,0.07249820446178622
baseline,e2,e1,-0.17591095483559077
baseline,e2,e2,1.0
baseline,e2,e3,0.06139138257602435
baseline,e3,e0,0.009715983780693188
baseline,e3,e1,0.09528558573024311
baseline,e3,e2,0.06139138257602435
baseline,e3,e3,1.0
cagrad,e0,e0,1.0
cagrad,e0,e1,0.055561259355031714
cagrad,e0,e2,0.005142068331643073
cagrad,e0,e3,0.005331099863670173
cagrad,e1,e0,0.055561259355031714
cagrad,e1,e1,1.0
cagrad,e1,e2,0.023157384123149487
cagrad,e1,e3,-0.01965039808153623
cagrad,e2,e0,0.005142068331643073
cagrad,e2,e1,0.023157384123149487
cagrad,e2,e2,1.0
cagrad,e2,e3,0.03411096961218549
cagrad,e3,e0,0.005331099863670173
cagrad,e3,e1,-0.01965039808153623
cagrad,e3,e2,0.03411096961218549
cagrad,e3,e3,1.0
ours,e0,e0,1.0
ours,e0,e1,-0.13882965509388717
ours,e0,e2,0.12258638970334339
ours,e0,e3,-0.2740108059041589
ours,e1,e0,-0.13882965509388717
ours,e1,e1,1.0
ours,e1,e2,-0.11761730354835147
ours,e1,e3,0.04236377277830833
ours,e2,e0,0.12258638970334339
ours,e2,e1,-0.11761730354835147
ours,e2,e2,1.0
ours,e2,e3,-0.007997066651022662
ours,e3,e0,-0.2740108059041589
ours,e3,e1,0.04236377277830833
ours,e3,e2,-0.007997066651022662
ours,e3,e3,1.0
