method,val_acc_mean,val_acc_std,overall_task_conflict_cos_mean,overall_task_conflict_cos_std,avg_intra_expert_coherence_mean,avg_intra_expert_coherence_std,expert_purity_mean_mean,expert_purity_mean_std,expert_diversity_mean_mean,expert_diversity_mean_std,load_cv_mean,load_cv_std,load_max_min_ratio_mean,load_max_min_ratio_std,utilization_ratio_mean,utilization_ratio_std,router_entropy_mean,router_entropy_std,inter_expert_similarity_mean,inter_expert_similarity_std,task_grad_norm_cv_mean,task_grad_norm_cv_std
baseline,0.7814894586235629,0.01943442487718977,0.0647829937808638,0.04597943872730309,0.1382188555080249,0.17200945776725327,0.6354039624333382,0.157718390767203,0.5155735681098168,0.1260101839236489,0.7560247198270966,0.13376604229491892,26.85773711370956,20.32941969216929,0.6,0.1224744871391589,0.6828652841970324,0.009882888667857614,0.018828223613133393,0.06050382200939499,0.407855014910136,0.048583959076586775
cagrad,0.7930864380900439,0.010256616546626933,0.06875863311201189,0.0423663766763459,0.09777535293125358,0.1887847015621288,0.5260960668325424,0.05753630054141824,0.57358740582467,0.11974220993756438,0.7309691975597016,0.11859682149020732,244.59128437813388,378.7433431552786,0.7,0.09999999999999999,0.6839642646894963,0.006232513749929012,0.01727539720069062,0.046160236536038436,0.34183199307350154,0.13389896077407407
ours,0.7889192954982653,0.017203557125287275,0.07565806702449936,0.11339083625345855,0.11007471710779008,0.07560748988502301,0.6548917979001999,0.08349088645240019,0.6501979379957155,0.11202505234159801,0.4100683044867618,0.05429396132666079,3.3901439294685445,0.5223950460334315,0.85,0.1224744871391589,0.6809367550054082,0.004619455246125201,-0.06225077811929475,0.07172514592123733,0.4088131125913684,0.2196000330789639
