method,task_key,task_name,n_seeds,task_acc_mean,task_acc_std,task_loss_mean,task_loss_std
baseline,glue_cola,glue/cola,5,0.8097794822627037,0.006463010372522632,0.47561496025527195,0.0384907888949978
baseline,glue_mrpc,glue/mrpc,5,0.8617647058823529,0.006315734669963328,0.396604718726731,0.02812257906162227
baseline,glue_rte,glue/rte,5,0.6729241877256318,0.05391524823853996,0.7078552815914154,0.10993076167059408
cagrad,glue_cola,glue/cola,5,0.8015340364333653,0.015754244223542657,0.49520187457340936,0.07099040275133794
cagrad,glue_mrpc,glue/mrpc,5,0.8593137254901961,0.015547795614856565,0.4323200714123874,0.05221866776961139
cagrad,glue_rte,glue/rte,5,0.7184115523465704,0.04000547343594244,0.6244592750466296,0.022166728359700256
ours,glue_cola,glue/cola,5,0.8099712368168746,0.010666104686614289,0.4637904566186587,0.05035650039733834
ours,glue_mrpc,glue/mrpc,5,0.8593137254901961,0.012650478333886214,0.3919663116529894,0.052793900498039656
ours,glue_rte,glue/rte,5,0.6974729241877256,0.058541665850179024,0.6261551639363169,0.07555745356914037
