method,wall_time_sec_mean,wall_time_sec_std,mean_train_step_time_sec_mean,mean_train_step_time_sec_std,peak_cuda_memory_mb_mean,peak_cuda_memory_mb_std
baseline,546.8097380315652,136.10009149897604,0.35718299690545535,0.0820583071906032,3365.741015625,0.39999999999999997
cagrad,2892.3609580901916,465.917978377854,2.766518091622414,0.4389240366970719,3372.646875,0.19999999999999998
ours,521.7742137428373,147.00093820623235,0.3358778103352059,0.09548860379083891,2417.693359375,0.5
