method,n_seeds,best_mean,best_std,final_mean,final_std,score_mean,score_std
ours,5,0.797551862716028,0.006069831723841049,0.797551862716028,0.006069831723841049,0.797551862716028,0.006069831723841049
baseline,5,0.79258945237291,0.017939279829025618,0.7865154766548071,0.01895715522114871,0.7895524645138586,0.0183216353208536
